Métrica,Mínimo,Máximo,Media,Mediana,Desviación Estándar
Accuracy,0.9525,1.0,0.9947333333333332,1.0,0.009921133447791579
Precision,0.0,0.6666666666666666,0.017612748362748364,0.0,0.08460397004984009
Recall,0.0,1.0,0.06703703703703703,0.0,0.24235611884207103
F1-Measure,0.0,0.8,0.024993894993894993,0.0,0.11039861342248464
